映射方式,专业ID,厂家ID,设备类型ID,告警对象类型ID,告警标题,厂家告警ID,告警解析辅助字段,厂家告警级别,适用的厂家版本号,告警类型,层速率,设备单板,网管告警级别,网管告警ID,告警解释,告警逻辑分类,告警逻辑子类,该事件对设备的影响,该事件对业务的影响,告警标准名,业务类型,业务信息,是否与对端网元相关,是否上报集团,告警唯一标识,发生时间,清除时间,省,地市ID,区县,网元名称,网元ID,告警定位对象名称,告警定位对象ID,定位信息,告警清除状态,网管告警流水号,设备类型名称,厂家,timestamp,告警发生与清除的时间差,告警标题出现次数
标准,8,713,32411,32411,FSU通信中断,76010,通信基站,紧急,,设备原始告警,,,2,0500-000-076-10-000104,FSU监控采集设备通信状态的告警,系统告警,CSC、LSC、FSU、蓄电池采集设备,无影响,无影响,FSU通信中断,,,否,否,110000085237,2019-09-14 06:27:11,2019-09-14 06:39:36,湖南省,2011,通道县,通道县传素数宽数据机房,,通道县传素数宽数据机房,,,已清除,2092600991,,,1568442431,745,15
标准,8,713,32414,32414,市电停电,92001,传输节点,紧急,,设备原始告警,,,2,0500-000-092-10-000025,市电有无,市电异常告警,交流智能电表、直流智能电表,无影响,无影响,市电停电,,,否,否,110000085247,2019-09-14 06:32:28,2019-09-14 06:56:29,湖南省,2000,浏阳市,浏阳市高坪镇数据机房,,浏阳市高坪镇数据机房,,,已清除,2092613500,,,1568442748,1441,4
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,9277D76720A3435BE05351801DAC78D5,2019-09-14 06:33:31,2019-09-16 23:18:27,湖南省,2009,花垣县,花垣县吉卫镇吉卫-移动*,,花垣县吉卫镇吉卫无线机房,,,已清除,2092613383,监控设备,鑫天兴,1568442811,233096,81
标准,8,713,32403,32403,输入断电告警,2010,通信基站,紧急,,设备原始告警,,,2,0500_001_002_10_002010,市电有无,低压配电告警,,,未取到,输入断电告警,,,否,否,112226792,2019-09-14 06:35:34,2019-09-14 18:51:49,湖南省,2010,桑植县,桑植县上洞街汇聚数据机房,,桑植县上洞街汇聚数据机房,,交流配电屏,已清除,2092683133,,中兴,1568442934,44175,30
标准,8,713,6016,6016,交流输入故障告警,6031,通信基站,紧急,,设备原始告警,,,2,0500_001_006_10_006031,其他动环,输入告警,,,未取到,交流输入故障告警,,,否,否,112226791,2019-09-14 06:35:44,2019-09-14 18:51:53,湖南省,2010,桑植县,桑植县上洞街汇聚数据机房,,桑植县上洞街汇聚数据机房,,动力源开关电源,已清除,2092628874,开关电源,中兴,1568442944,44169,2
标准,1,1,200,200,RADIO TRANSMISSION IP GB INTERFACE FAULT,,,2,,设备原始告警,,,1,0101-001-002-20-000001,,,,,未取到,,,,否,否,15970640_10.154.27.70,2019-09-14 06:36:00,2019-09-14 06:56:00,湖南省,2013,岳阳楼区,YUY-EBSC-2,,YUY-EBSC-2,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=HuNAXE,ManagedElement=EBSC2",已清除,2092624729,BSC,中兴,1568442960,1200,11
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,无线侧设备,话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,37525523_10.154.18.9,2019-09-14 06:36:13,2019-09-14 10:44:25,湖南省,2000,雨花区,长沙川河物流园HL-D3900472778PT,,长沙川河物流园HL-D3900472778PT,,"NeType: BTS3900 LTE| NeLocation: 长沙| vendor: 华为| neName: 长沙川河物流园HL-D3900472778PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=长沙川河物流园HL-D3900472778PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=472778",已清除,2092631002,eNodeB,华为,1568442973,14892,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,无线侧设备,话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,37525511_10.154.18.9,2019-09-14 06:36:14,2019-09-14 10:44:31,湖南省,2000,雨花区,长沙川河物流园DHL-D390053943PT,,长沙川河物流园DHL-D390053943PT,,"NeType: BTS3900 LTE| NeLocation: 长沙| vendor: 华为| neName: 长沙川河物流园DHL-D390053943PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=长沙川河物流园DHL-D390053943PT, 运营商索引=0| appendInfo: 基站制式=GL, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=53943",已清除,2092630632,eNodeB,华为,1568442974,14897,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109260571_10.154.17.139,2019-09-14 06:44:07,2019-09-14 15:57:53,湖南省,2012,宁远县,永州宁远虎形岭HL-D3900290162PT,,永州宁远虎形岭HL-D3900290162PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州宁远虎形岭HL-D3900290162PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州宁远虎形岭HL-D3900290162PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=290162",已清除,2094804560,eNodeB,华为,1568443447,33226,131
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,9277E9E22F4B48CAE05351801DAC448A,2019-09-14 06:46:31,2019-09-14 08:57:27,湖南省,2011,中方县,中方河西甩田,,中方县河西甩田无线机房,,,已清除,2092667306,监控设备,鑫天兴,1568443591,7856,81
标准,1,15,929,929,BASE STATION FAULTY,76504187,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-000616,同步保持时间超时,处理器模块,单元状态异常,设备全阻,业务全阻,7650基站退服:同步保持时间超时,,,否,否,3432918_10.154.20.68,2019-09-14 06:53:25,2019-09-14 07:00:02,湖南省,2001,韶山市,xtashaoshanyoukejisanzhongxinpizhanNL-FWNA54871PT,,xtashaoshanyoukejisanzhongxinpizhanNL-FWNA54871PT,,PLMN-PLMN/MRBTS-54871/LNBTS-54871,已清除,2092693952,eNodeB,诺基亚,1568444005,397,47
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS3900&BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000266,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,e87b00d6-4997-46af-a060-a1c6b6dc23ea,2019-09-14 06:56:55,2019-09-14 11:04:19,湖南省,2012,江华县,永州江华樟木口HL-D3900290254PT,,永州江华樟木口HL-D3900290254PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州江华樟木口HL-D3900290254PT| alarmName: 网元连接中断| alarmLocation: 网元名称=永州江华樟木口HL-D3900290254PT, 网元IP地址=100.92.63.139, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0406, OMC IP=10.154.17.135| appendInfo: eNodeBId=290254",已清除,-2092708412,eNodeB,华为,1568444215,14844,249
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927826FC808F2C2AE05353801DAC390D,2019-09-14 06:57:21,2019-09-14 19:49:15,湖南省,2008,邵阳县,邵阳县和平无线机房,,邵阳县和平无线机房,,,已清除,2092710757,监控设备,鑫天兴,1568444241,46314,81
标准,1,5,929,929,BBU IR接口异常告警,26324,,MINOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000160,当BBU与下级射频单元间的链路（链路层）数据收发异常时，产生此告警。当该链路数据收发正常后，且该状态持续1.5分钟（默认）时，则上报告警恢复。告警产生和恢复的时长可以通过SET ALMFILTER命令进行设置。,信令与IP,链路故障,设备局部故障,业务受影响,BBU IR接口异常告警,,,否,否,37526098_10.154.18.9,2019-09-14 07:00:14,2019-09-14 07:05:54,湖南省,2000,开福区,长沙开福区圣爵菲斯员工宿舍HL-D3900472845TF,,长沙开福区圣爵菲斯员工宿舍HL-D3900472845TF,,"NeType: BTS3900 LTE| NeLocation: 长沙| vendor: 华为| neName: 长沙开福区圣爵菲斯员工宿舍HL-D3900472845TF| alarmName: BBU IR接口异常告警| alarmLocation: 柜号=0, 框号=0, 槽号=4, 端口号=1, 子端口号=0, 单板类型=LBBP, 具体问题=IR接口接收异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=6, eNodeBId=472845",已清除,2092723892,eNodeB,华为,1568444414,340,55
标准,1,5,929,929,BBU IR接口异常告警,26324,,MAJOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000160,无线侧设备,信令与IP,链路故障,设备局部故障,业务受影响,BBU IR接口异常告警,,,否,否,151540922_10.154.17.19,2019-09-14 07:00:45,2019-09-16 21:16:16,湖南省,2003,雁峰区,衡阳雁峰奇峰苑A10栋南微HL-D3900138941PT,,衡阳雁峰奇峰苑A10栋南微HL-D3900138941PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳雁峰奇峰苑A10栋南微HL-D3900138941PT| alarmName: BBU IR接口异常告警| alarmLocation: 柜号=0, 框号=0, 槽号=2, 端口号=0, 单板类型=UBBP, 具体问题=IR接口接收异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=138941",已清除,2092734290,eNodeB,华为,1568444445,224131,55
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213405,2019-09-14 07:01:58,2019-09-14 10:10:47,湖南省,2003,耒阳市,衡阳耒阳市金阳新村西HL-D3900257062PT,,衡阳耒阳市金阳新村西HL-D3900257062PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳耒阳市金阳新村西HL-D3900257062PT| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=衡阳耒阳市金阳新村西HL-D3900257062PT, 本地小区标识=133, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=衡阳耒阳市金阳新村西HLD3900257062PT-3, eNodeB标识=257062, 小区标识=133, 具体问题=射频单元异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=257062",已清除,2092741946,eNodeB,华为,1568444518,11329,249
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1018810_10.154.26.177,2019-09-14 07:03:03,2019-09-14 07:20:39,湖南省,2011,通道县,huhtdchuansuNBNF-AirScale539345PT,,huhtdchuansuNBNF-AirScale539345PT,,PLMN-PLMN/MRBTS-539345,已清除,2092733490,eNodeB,诺基亚,1568444583,1056,33
标准,1,5,929,929,基站时钟失步告警,29251,,MAJOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000268,当时钟失步检测特性检测本站发生时钟失步故障或疑似发生时钟失步故障时，产生此告警。当人工恢复时钟失步基站后，手动清除网管失步或失步嫌疑列表中的基站，告警自动清除。,中继与传输,同步时钟故障,可能设备局部故障,可能业务受影响,基站时钟失步告警,,,否,是,151540984_10.154.17.19,2019-09-14 07:04:17,2019-09-14 08:21:57,湖南省,2003,常宁市,衡阳常宁泉峰公馆微HL-D3900396934PT,,衡阳常宁泉峰公馆微HL-D3900396934PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳常宁泉峰公馆微HL-D3900396934PT| alarmName: 基站时钟失步告警| alarmLocation: eNodeB名称=衡阳常宁泉峰公馆微HL-D3900396934PT, 小区双工模式=TDD, 具体问题=时钟失步嫌疑| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, eNodeBId=396934",已清除,2092737719,eNodeB,华为,1568444657,4660,10
标准,1,5,929,929,BBU IR接口异常告警,26324,,MAJOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000160,当BBU与下级射频单元间的链路（链路层）数据收发异常时，产生此告警。当该链路数据收发正常后，且该状态持续1.5分钟（默认）时，则上报告警恢复。告警产生和恢复的时长可以通过SET ALMFILTER命令进行设置。,信令与IP,链路故障,设备局部故障,业务受影响,BBU IR接口异常告警,,,否,否,109256540_10.154.17.139,2019-09-14 07:05:22,2019-09-14 07:10:34,湖南省,2012,东安县,永州东安张飞岭BBU1HL-D3900290054PT,,永州东安张飞岭BBU1HL-D3900290054PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州东安张飞岭BBU1HL-D3900290054PT| alarmName: BBU IR接口异常告警| alarmLocation: 柜号=0, 框号=0, 槽号=2, 端口号=2, 单板类型=UBBP, 具体问题=IR接口接收异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=290054",已清除,2092753694,eNodeB,华为,1568444722,312,55
标准,1,1,929,929,4G基站退服告警,,,2,无,设备原始告警,,,2,0103-001-006-62-000001,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,4G基站退服,,,否,是,-505_系统派生_1213407,2019-09-14 07:08:17,2019-09-14 07:57:49,湖南省,2013,岳阳楼区,YUYzyqiuxianlouwEL-R6601390443PT,,YUYzyqiuxianlouwEL-R6601390443PT,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=TDD,ManagedElement=YUYzyqiuxianlouwEL-R6601390443PT,ENodeBFunction=1,EUtranCellTDD=3904431",已清除,2092763032,eNodeB,中兴,1568444897,2972,22
标准,1,1,929,929,4G基站退服告警,,,2,无,设备原始告警,,,2,0103-001-006-62-000001,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,4G基站退服,,,否,是,-505_系统派生_1213408,2019-09-14 07:11:11,2019-09-14 07:17:16,湖南省,2013,岳阳楼区,YUYxiataizimiaonanjieNBEF-R6601401408PT,,YUYxiataizimiaonanjieNBEF-R6601401408PT,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=FDD,ManagedElement=YUYxiataizimiaonanjieNBEF-R6601401408PT,ENodeBFunction=1,EUtranCellFDD=4014081",已清除,2092770256,eNodeB,中兴,1568445071,365,22
标准,1,5,929,929,基站时钟失步告警,29251,,MAJOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000268,当时钟失步检测特性检测本站发生时钟失步故障或疑似发生时钟失步故障时，产生此告警。当人工恢复时钟失步基站后，手动清除网管失步或失步嫌疑列表中的基站，告警自动清除。,中继与传输,同步时钟故障,可能设备局部故障,可能业务受影响,基站时钟失步告警,,,否,是,36459765_10.154.17.199,2019-09-14 07:12:15,2019-09-14 15:31:57,湖南省,2002,炎陵县,株洲炎陵皮坑高垅坑组HL-D390055526PT,,株洲炎陵皮坑高垅坑组HL-D390055526PT,,"NeType: BTS3900 LTE| NeLocation: 株洲| vendor: | neName: 株洲炎陵皮坑高垅坑组HL-D390055526PT| alarmName: 基站时钟失步告警| alarmLocation: eNodeB名称=株洲炎陵皮坑高垅坑组HL-D390055526PT, 小区双工模式=TDD, 具体问题=时钟失步嫌疑| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, eNodeBId=55526",已清除,2092766121,eNodeB,华为,1568445135,29982,10
标准,1,5,929,929,BBU IR接口异常告警,26324,,MAJOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000160,当BBU与下级射频单元间的链路（链路层）数据收发异常时，产生此告警。当该链路数据收发正常后，且该状态持续1.5分钟（默认）时，则上报告警恢复。告警产生和恢复的时长可以通过SET ALMFILTER命令进行设置。,信令与IP,链路故障,设备局部故障,业务受影响,BBU IR接口异常告警,,,否,否,151541322_10.154.17.19,2019-09-14 07:12:30,2019-09-14 12:16:56,湖南省,2003,耒阳市,衡阳耒阳市鲁碑拉远HL-D3900775983PT,,衡阳耒阳市鲁碑拉远HL-D3900775983PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳耒阳市鲁碑拉远HL-D3900775983PT| alarmName: BBU IR接口异常告警| alarmLocation: 柜号=0, 框号=0, 槽号=2, 端口号=1, 单板类型=UBBP, 具体问题=IR接口接收异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=775983",已清除,2092776481,eNodeB,华为,1568445150,18266,55
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213617,2019-09-14 07:12:39,2019-09-14 11:55:19,湖南省,2003,耒阳市,衡阳耒阳市鲁碑拉远HL-D3900775983PT,,衡阳耒阳市鲁碑拉远HL-D3900775983PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳耒阳市鲁碑拉远HL-D3900775983PT| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=衡阳耒阳市鲁碑拉远HL-D3900775983PT, 本地小区标识=2, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=衡阳耒阳市鲁碑拉远HLD3900775983PT-2, eNodeB标识=775983, 小区标识=2, 具体问题=射频单元异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=775983",已清除,2093874851,eNodeB,华为,1568445159,16960,249
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927826FC85702C2AE05353801DAC390D,2019-09-14 07:13:11,2019-09-14 13:58:26,湖南省,2008,邵阳县,邵阳县夏亮无线机房,,邵阳县夏亮无线机房,,,已清除,2092769860,监控设备,鑫天兴,1568445191,24315,81
标准,1,5,200,201,2G基站退服告警,-502,基站下挂所有小区全部退服,重要,无,设备原始告警,,,2,0101-007-002-62-000001,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,2G基站退服,,,否,是,-502_系统派生_1213457,2019-09-14 07:13:35,2019-09-14 08:21:30,湖南省,2011,溆浦县,HUH-HBSC-6000-25,,怀化溆浦后村湾HG-D390083PT,,4600074746FA7,已清除,2093017313,BSC,华为,1568445215,4075,64
标准,1,5,200,201,OML故障告警,21807,,重要,BSC6000V900R011/BSC6000V900R011C01/BSC6000V900R013,设备原始告警,,,2,0101-007-002-10-001782,无线侧设备,话务处理,设备退服,设备全阻,业务全阻,OML故障告警,,,否,是,21368244_10.154.17.39,2019-09-14 07:13:40,2019-09-14 08:19:29,湖南省,2011,溆浦县,HUH-HBSC-6000-25,,怀化溆浦后村湾HG-D390083PT,,"站点号=83, 产生此告警的插框号=1, 产生此告警的槽位号=22, E1号=7, 站点名称=怀化溆浦后村湾HG-D390083PT, 告警原因=其他原因",已清除,2092771718,BSC,华为,1568445220,3949,47
标准,1,1,929,929,Sync PTP Time Reachability Fault,,,2,L13/R17.1 L13/R17,设备原始告警,,,2,0103-001-006-10-000349,同步PTP 时钟检测故障,中继与传输,同步时钟故障,可能设备局部故障,可能业务受影响,同步PTP 时钟检测故障,,,否,否,255933369_10.154.21.120,2019-09-14 07:17:55,2019-09-14 07:24:06,湖南省,2013,岳阳楼区,YUYxiataizimiaonanjieNBEF-R6601401408PT,,YUYxiataizimiaonanjieNBEF-R6601401408PT,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=FDD,ManagedElement=YUYxiataizimiaonanjieNBEF-R6601401408PT,Transport=1,Synchronization=1,RadioEquipmentClock=1,RadioEquipmentClockReference=IEEE1588",已清除,2092787390,eNodeB,中兴,1568445475,371,6
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,9278A77545EC8375E05351801DAC9842,2019-09-14 07:32:51,2019-09-15 10:52:36,湖南省,2009,泸溪县,泸溪县浦市镇庄尚村基站机房-联通,,泸溪县浦市镇庄尚无线机房,,,已清除,2092844993,监控设备,鑫天兴,1568446371,98385,81
标准,1,15,929,929,BASE STATION FAULTY,76503080,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-000577,当基站的参考时钟监控功能没有收到同步参考信号的时候产生该告警。如果最高级别同步源(1PPS)存在，不管低级别的同步源的状态是什么，该告警均不产生,话务处理,GPS天线故障,设备全阻,业务全阻,7650基站退服:基站参考时钟丢失,,,否,否,3434425_10.154.20.68,2019-09-14 07:37:08,2019-09-14 07:42:09,湖南省,2001,岳塘区,xtahedongxiaguangshanzhuangbeiyuanDquNL-FSIH279052TF,,xtahedongxiaguangshanzhuangbeiyuanDquNL-FSIH279052TF,,PLMN-PLMN/MRBTS-279052/LNBTS-279052,已清除,2092860381,eNodeB,诺基亚,1568446628,301,47
标准,6,6,1403,32004,输出光功率(dBm)越限（告警低门限）,4419,OPT_LOO,2,U31,设备原始告警,WDM OMS//for WDM,合波盘,2,0403-008-033-10-001229,输出光功率(dBm)越限（告警低门限）,设备,硬件,设备局部故障,业务全阻,输出光功率(dBm)越限（告警低门限）,,,是,否,YOZ-U31-4-P_1563111682024,2019-09-14 07:38:47,2019-09-14 09:36:12,湖南省,2012,双牌县,双牌县新移动大楼-OTN-郊外环17,,双牌县新移动大楼-OTN-郊外环17-0-2-8-VMUX40-1-OMS_TTP_So,,YOZ-U31-4-P:160831411(P):/rack=0/shelf=1/slot=8/port=403_1,已清除,2092866924,OTN,中兴,1568446727,7045,3
标准,6,6,1403,32004,输出光功率(dBm)越限（预警低门限）,4418,OPT_LESS_OUTPUT,2,U31,设备原始告警,WDM OMS//for WDM,合波盘,2,0403-008-033-10-001228,输出光功率(dBm)越限（预警低门限）,设备,硬件,设备性能下降,可能业务受影响,输出光功率(dBm)越限（预警低门限）,,,是,否,YOZ-U31-4-P_1563111682058,2019-09-14 07:39:19,2019-09-14 08:36:18,湖南省,2012,双牌县,双牌县新移动大楼-OTN-郊外环17,,双牌县新移动大楼-OTN-郊外环17-0-2-18-OCI-1-SOMS_TTP_Si,,YOZ-U31-4-P:160831411(P):/rack=0/shelf=1/slot=18/port=403_1,已清除,2092868742,OTN,中兴,1568446759,3419,1
标准,8,713,32403,32403,输入断电告警,2010,通信基站,紧急,,设备原始告警,,,2,0500_001_002_10_002010,,低压配电告警,,,未取到,输入断电告警,,,否,否,10265835,2019-09-14 07:44:15,2019-09-14 10:22:02,湖南省,2009,,凤凰县水田乡汇聚点综合机房机房,,凤凰县水田乡汇聚点综合机房机房,,交流配电屏,已清除,2092870742,,中兴,1568447055,9467,30
标准,1,5,929,929,BBU IR接口异常告警,26324,,MINOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000160,当BBU与下级射频单元间的链路（链路层）数据收发异常时，产生此告警。当该链路数据收发正常后，且该状态持续1.5分钟（默认）时，则上报告警恢复。告警产生和恢复的时长可以通过SET ALMFILTER命令进行设置。,信令与IP,链路故障,设备局部故障,业务受影响,BBU IR接口异常告警,,,否,否,37526816_10.154.18.9,2019-09-14 07:47:35,2019-09-14 19:00:14,湖南省,2000,雨花区,长沙比亚迪6栋HL-D3900461181PT,,长沙比亚迪6栋HL-D3900461181PT,,"NeType: BTS3900 LTE| NeLocation: 长沙| vendor: 华为| neName: 长沙比亚迪6栋HL-D3900461181PT| alarmName: BBU IR接口异常告警| alarmLocation: 柜号=0, 框号=0, 槽号=2, 端口号=0, 子端口号=0, 单板类型=UBBP, 具体问题=IR接口接收异常| appendInfo: 基站制式=GL, 影响制式=L, 部署标识=NULL, 累计时长(s)=6, eNodeBId=461181",已清除,2092873335,eNodeB,华为,1568447255,40359,55
标准,1,5,200,201,OML故障告警,21807,,紧急,BSC6000V900R011/BSC6000V900R011C01/BSC6000V900R013,设备原始告警,,,2,0101-007-002-10-001782,无线侧设备,话务处理,设备退服,设备全阻,业务全阻,OML故障告警,,,否,是,21368631_10.154.17.39,2019-09-14 07:56:18,2019-09-14 08:14:19,湖南省,2007,新化县,LDI-HBSC-6000-17,,娄底新化奉家HG-B3900050PT,,"站点号=50, 产生此告警的插框号=0, 产生此告警的槽位号=14, E1号=8, 站点名称=娄底新化奉家HG-B3900050PT, 告警原因=其他原因",已清除,2092876455,BSC,华为,1568447778,1081,47
标准,1,1,200,200,RADIO TRANSMISSION IP GB INTERFACE FAULT,,,2,,设备原始告警,,,1,0101-001-002-20-000001,,,,,未取到,,,,否,否,15972027_10.154.27.70,2019-09-14 07:58:00,2019-09-14 08:08:00,湖南省,2013,岳阳楼区,YUY-EBSC-7,,YUY-EBSC-7,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=HuNAXE,ManagedElement=EBSC7",已清除,2092899525,BSC,中兴,1568447880,600,11
