映射方式,专业ID,厂家ID,设备类型ID,告警对象类型ID,告警标题,厂家告警ID,告警解析辅助字段,厂家告警级别,适用的厂家版本号,告警类型,层速率,设备单板,网管告警级别,网管告警ID,告警解释,告警逻辑分类,告警逻辑子类,该事件对设备的影响,该事件对业务的影响,告警标准名,业务类型,业务信息,是否与对端网元相关,是否上报集团,告警唯一标识,发生时间,清除时间,省,地市ID,区县,网元名称,网元ID,告警定位对象名称,告警定位对象ID,定位信息,告警清除状态,网管告警流水号,设备类型名称,厂家,timestamp,告警发生与清除的时间差,告警标题出现次数
标准,1,1,929,929,Sync Reference Excessive Wander,0,,2,,设备原始告警,,,2,0103-001-006-10-000414,同步参考丢失超过门限,话务处理,中央处理器故障,无影响,无影响,同步参考过度失步,,,否,否,255907330_10.154.21.120,2019-09-14 04:23:14,2019-09-14 05:16:14,湖南省,2013,岳阳楼区,YUYdejunEL-R6601774840TF,,YUYdejunEL-R6601774840TF,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=Yueyanglouqu,MeContext=YUYdejunEL-R6601774840TF,ManagedElement=1,TransportNetwork=1,Synchronization=1",已清除,2092101123,eNodeB,中兴,1568434994,3180,4
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,151541602_10.154.17.19,2019-09-14 04:23:23,2019-09-14 08:05:28,湖南省,2003,雁峰区,衡阳雁峰中航白沙湾（电信）HL-D3900138909PT,,衡阳雁峰中航白沙湾（电信）HL-D3900138909PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳雁峰中航白沙湾（电信）HL-D3900138909PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=衡阳雁峰中航白沙湾（电信）HL-D3900138909PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=138909",已清除,2092960549,eNodeB,华为,1568435003,13325,131
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1012015_10.154.26.177,2019-09-14 04:23:50,2019-09-14 05:49:46,湖南省,2011,通道县,huhtdzhutangNBNF-AirScale408774PT,,huhtdzhutangNBNF-AirScale408774PT,,PLMN-PLMN/MRBTS-408774,已清除,2092103651,eNodeB,诺基亚,1568435030,5156,33
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927611716CE8B795E05351801DAC2DCB,2019-09-14 04:29:05,2019-09-14 06:13:15,湖南省,2011,沅陵县,沅陵县荔溪烂泥垭,,沅陵县荔溪烂泥垭无线机房,,,已清除,2092127123,监控设备,鑫天兴,1568435345,6250,81
标准,2,8,110,110,DST,5368,,CRITICAL,C7S0301+/CHB2/STPEB3(CHB2+)/r2/r4/r5，适用1240平台,设备原始告警,,,1,0241-004-191-10-000164,无线侧设备,信令与IP,目的信令点不可达,可能设备局部故障,可能业务受影响,目的信令点不可达,,,是,是,6785603_10.154.181.99,2019-09-14 04:31:15,2019-09-14 09:46:12,湖南省,2014,,CSL3,,CSL3,,N7 ROUTESET down,已清除,2093040891,STP,上海贝尔,1568435475,18897,2
标准,2,8,110,110,LS,5368,,CRITICAL,C7S0301+/CHB2/STPEB3(CHB2+)/r2/r4/r5，适用1240平台,设备原始告警,,,1,0241-004-191-10-000253,无线侧设备,信令与IP,链路故障,可能设备局部故障,可能业务受影响,链路集退出服务,,,是,是,6785601_10.154.181.99,2019-09-14 04:31:15,2019-09-14 09:46:12,湖南省,2014,,CSL3,,CSL3,,N7 LINKSET down,已清除,2093040823,STP,上海贝尔,1568435475,18897,2
标准,1,5,929,929,基站时钟失步告警,29251,,MAJOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000268,当时钟失步检测特性检测本站发生时钟失步故障或疑似发生时钟失步故障时，产生此告警。当人工恢复时钟失步基站后，手动清除网管失步或失步嫌疑列表中的基站，告警自动清除。,中继与传输,同步时钟故障,可能设备局部故障,可能业务受影响,基站时钟失步告警,,,否,是,36459290_10.154.17.199,2019-09-14 04:32:23,2019-09-14 05:01:54,湖南省,2002,炎陵县,株洲炎陵桃源洞景区收费站HL-D3900254268PT,,株洲炎陵桃源洞景区收费站HL-D3900254268PT,,"NeType: BTS3900 LTE| NeLocation: 株洲| vendor: | neName: 株洲炎陵桃源洞景区收费站HL-D3900254268PT| alarmName: 基站时钟失步告警| alarmLocation: eNodeB名称=株洲炎陵桃源洞景区收费站HL-D3900254268PT, 小区双工模式=TDD, 具体问题=时钟失步嫌疑| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, eNodeBId=254268",已清除,2092139747,eNodeB,华为,1568435543,1771,10
标准,6,5,1403,32004,R_LOS,2019-01-01 00:00:00,,1,U2000V2R16,设备原始告警,速率无关,支线路合一,1,0403-007-033-10-000004,传输告警,通信,端口,无影响,可能业务受影响,R_LOS,,,否,否,XTA-U2000-21-P_84883620,2019-09-14 04:33:16,2019-09-14 10:05:34,湖南省,2001,湘乡市,1057-湘乡市中沙数据-OTN,,1057-湘乡市中沙数据-OTN-1-0-7-TNF2ELOM(STND) (/)-3,,XTA-U2000-21-P:853025:/rack=1/shelf=853025/slot=7/domain=wdm/port=3,已清除,2092144448,OTN,华为,1568435596,19938,49
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,9276337D8DBC8A84E05353801DACA849,2019-09-14 04:36:21,2019-09-14 06:02:46,湖南省,2011,通道县,通道县锅冲无线机房T,,通道县锅冲无线机房,,,已清除,2092157393,监控设备,鑫天兴,1568435781,5185,81
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,92763C0EA0285890E05352801DAC6810,2019-09-14 04:39:54,2019-09-14 12:40:15,湖南省,2008,双清区,邵阳市蒋河无线机房(olt),,邵阳市蒋河无线机房,,,已清除,2092169850,监控设备,鑫天兴,1568435994,28821,81
标准,6,6,1400,32004,远端缺陷指示(MS-RDI),0x2B,RDI（Remote Defect Indication）远端缺陷指示,3,E300,设备原始告警,STM16复用段,线路盘,2,0401-008-031-10-003585,传输告警,通信,通道,设备局部故障,可能业务受影响,远端缺陷指示(MS-RDI),,,是,否,HUH-E300-1-P_c26a5959f83d5fcc4301f7931efb84de,2019-09-14 04:43:10,2019-09-14 04:49:17,湖南省,2011,沅陵县,沅陵县柳林岔二,,沅陵县柳林岔二-6-OL16-1,,HUH-E300-1-P:278(P):/rack=1/shelf=1/slot=6/port=1,已清除,2092183503,SDH,中兴,1568436190,367,4
标准,6,5,1403,32004,R_LOS,2019-01-01 00:00:00,,1,U2000V2R16,设备原始告警,速率无关,支路盘,1,0403-007-033-10-000004,传输告警,通信,端口,无影响,可能业务受影响,R_LOS,,,否,否,CS-U2000-21-P_171410652,2019-09-14 04:45:42,2019-09-14 04:55:24,湖南省,2000,雨花区,21-长沙雨花区金领商务酒店(高桥店)-城域环2-OTN,,21-长沙雨花区金领商务酒店(高桥店)-城域环2-OTN-1-0-21-TN54THA(STND) (TN5M4THA01)-12,,CS-U2000-21-P:786453:/rack=1/shelf=1/slot=21/domain=wdm/port=12,已清除,2092191242,OTN,华为,1568436342,582,49
标准,6,5,1403,32004,R_LOS,2019-01-01 00:00:00,,1,U2000V2R16,设备原始告警,速率无关,支路盘,1,0403-007-033-10-000004,传输告警,通信,端口,无影响,可能业务受影响,R_LOS,,,否,否,CS-U2000-21-P_171410678,2019-09-14 04:45:47,2019-09-14 04:55:27,湖南省,2000,雨花区,63-长沙湘府路三楼-核心环4-HW-OTN-1,,63-长沙湘府路三楼-核心环4-HW-OTN-1-1-5子架-25-54THA(2482)-08,,CS-U2000-21-P:786495:/rack=1/shelf=1/slot=525/domain=wdm/port=8,已清除,2092191611,OTN,华为,1568436347,580,49
标准,6,5,1403,32004,MUT_LOS,1,,1,U2000V2R16,设备原始告警,速率无关,资源未取到,1,0403-007-033-10-000058,合路信号丢失,通信,端口,无影响,可能业务受影响,MUT_LOS,,,否,否,CS-U2000-21-P_171411497,2019-09-14 04:48:11,2019-09-14 08:14:28,湖南省,2000,浏阳市,190-浏阳市移动综合机房-郊外环14-HW-OTN-1,,190-浏阳市移动综合机房-郊外环14-HW-OTN-1-1-2子架-14-13OBU1(2878)-01,,CS-U2000-21-P:786622:/rack=1/shelf=1/slot=214/domain=wdm/port=1,已清除,2092202628,OTN,华为,1568436491,12377,22
标准,6,5,1403,32004,MUT_LOS,1,,1,U2000V2R16,设备原始告警,速率无关,资源未取到,1,0403-007-033-10-000058,传输告警,通信,端口,无影响,可能业务受影响,MUT_LOS,,,否,否,CS-U2000-21-P_171411650,2019-09-14 04:48:16,2019-09-14 08:14:07,湖南省,2000,浏阳市,194-浏阳市马场数据机房-郊外环14-HW-OTN-1,,194-浏阳市马场数据机房-郊外环14-HW-OTN-1-1-3子架-14-13OBU1(2878)-01,,CS-U2000-21-P:786626:/rack=1/shelf=1/slot=314/domain=wdm/port=1,已清除,2092204335,OTN,华为,1568436496,12351,22
标准,2,6,104,104,STC局向不可达,8402944,,2,V3.07,设备原始告警,,,2,0211-008-103-10-000191,到该局向没有可用的SCTP偶联。,信令与IP,目的信令点不可达,可能设备局部故障,可能业务受影响,STC局向不可达,,,是,否,1568094303608_10.154.24.9,2019-09-14 04:53:43,2019-09-14 08:15:40,湖南省,2009,,JISGS1,,JISGS1,,"rack=1,shelf=2,board=11,cpu=1",已清除,2092241990,MSC SERVER,中兴,1568436823,12117,3
标准,2,6,104,104,MTP3局向不可达,8400128,,2,V3.07,设备原始告警,,,2,0211-008-103-10-000182,无线侧设备,信令与IP,目的信令点不可达,可能设备局部故障,可能业务受影响,MTP3局向不可达,,,是,否,1568094303622_10.154.24.9,2019-09-14 04:53:44,2019-09-14 08:15:32,湖南省,2009,,JISGS1,,JISGS1,,"rack=1,shelf=2,board=11,cpu=1",已清除,2092242038,MSC SERVER,中兴,1568436824,12108,1
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927655B2E31394B3E05353801DACECEA,2019-09-14 04:55:00,2019-09-14 05:53:15,湖南省,2011,沅陵县,沅陵县北溶无线机房,,沅陵县北溶无线机房,,,已清除,2092232293,监控设备,鑫天兴,1568436900,3495,81
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927655B2E31494B3E05353801DACECEA,2019-09-14 04:55:00,2019-09-15 16:09:45,湖南省,2012,江永县,江永夏层铺2站（梯级）,,江永县夏层铺新站无线机房,,,已清除,2092232248,监控设备,鑫天兴,1568436900,126885,81
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,92767F21CBA7D8FAE05351801DAC69DC,2019-09-14 04:57:20,2019-09-14 06:01:13,湖南省,2011,靖州县,靖州县芳团四组,,靖州县芳团四组无线机房,,,已清除,2092242477,监控设备,鑫天兴,1568437040,3833,81
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1013488_10.154.26.177,2019-09-14 05:03:03,2019-09-14 08:01:26,湖南省,2011,通道县,huhtdzhonghuashanNBNF-AirScale539344PT,,huhtdzhonghuashanNBNF-AirScale539344PT,,PLMN-PLMN/MRBTS-539344,已清除,2092263689,eNodeB,诺基亚,1568437383,10703,33
标准,1,15,200,200,ASSOCIATION ROUTING FAILURE,3156,,Minor,RG30/SRAN16.10,设备原始告警,,,2,0101-002-002-10-000411,"关联路由失败,M3UA下发信令消息到STCP路由信息错误",输入输出外部设备,内部通信故障,无影响,业务质量下降,ASSOCIATION ROUTING FAILURE,,,否,否,1013840_10.154.26.177,2019-09-14 05:11:47,2019-09-14 06:12:30,湖南省,2011,中方县,HUH-NBSC-15,,HUH-NBSC-15,,01 03 0d 00000000 026A FA01,已清除,2092297169,BSC,诺基亚,1568437907,3643,10
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,9276CA8B7834F0C1E05351801DAC1501,2019-09-14 05:20:30,2019-09-14 05:57:10,湖南省,2012,道县,道县古木洞,,道县古木洞无线机房,,,已清除,2092327717,监控设备,鑫天兴,1568438430,2200,81
标准,8,713,6016,6016,开关电源通信状态告警,76501,通信基站,紧急,v1.00,设备原始告警,,,2,0500-001-076-10-076501,,被监控设备通信中断告警,电池组保护告警,,,开关电源通信状态告警,,,否,否,880000003672,2019-09-14 05:29:06,2019-09-14 08:43:31,湖南省,2005,澧县,澧县胡大妈数据机房,,澧县胡大妈数据机房,,,已清除,2092365313,开关电源,中兴,1568438946,11665,1
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,92770291B3D693D3E05352801DAC6396,2019-09-14 05:36:55,2019-09-14 11:41:04,湖南省,2011,,新晃县禾岑,,新晃县禾岑,,,已清除,2092391913,监控设备,鑫天兴,1568439415,21849,81
标准,6,8,1403,1403,LANLOS,,,Critical,R7.0/R6.0.6/R5.1.6,设备原始告警,,,2,0403-004-033-10-000204,OT端口检测到LOS以太网LAN或光纤通道设备。此缺陷指示在本地局域网端口的输入端检测到了光功率损耗。这些状态可以由以下的原因：损坏，切割或肮脏的光纤连接到本地接收器本地端口输入内接收功率可能不在可接受的范围损坏或弄脏变送器内可插拔模块,通信,端口,可能设备局部故障,业务受影响,LANLOS,,,否,否,EMLAS100_17279,2019-09-14 05:39:49,2019-09-14 06:05:19,湖南省,2011,,ZJ-XinDianPing-1,,11DPM8-1-9-C2,,"ZJ-XinDianPing-1/11DPM8-1-9-C2,1GBE,RCV",已清除,2092358064,OTN,上海贝尔,1568439589,1530,2
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,92771689DB60999AE05352801DACD8F4,2019-09-14 05:40:40,2019-09-14 09:03:22,湖南省,2011,中方县,中方县供销社无线机房Y-ZB,,中方县供销社无线机房,,,已清除,2092405079,监控设备,鑫天兴,1568439640,12162,81
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1015437_10.154.26.177,2019-09-14 05:50:29,2019-09-14 06:05:29,湖南省,2011,芷江县,huhzjduihuopuNBNF-AirScale377070PT,,huhzjduihuopuNBNF-AirScale377070PT,,PLMN-PLMN/MRBTS-377070,已清除,2092441282,eNodeB,诺基亚,1568440229,900,33
标准,8,713,32411,32411,FSU通信中断,76010,通信基站,紧急,,设备原始告警,,,2,0500-000-076-10-000104,FSU监控采集设备通信状态的告警,系统告警,CSC、LSC、FSU、蓄电池采集设备,无影响,无影响,FSU通信中断,,,否,否,110000085166,2019-09-14 05:52:42,2019-09-14 06:20:44,湖南省,2000,芙蓉区,长沙芙蓉区家润多千僖店无线机房,,长沙芙蓉区家润多千僖店无线机房,,,已清除,2092464801,,,1568440362,1682,15
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,9277412D1CEDDC8EE05353801DAC57EB,2019-09-14 05:53:45,2019-09-19 01:19:13,湖南省,2012,江华县,江华花江乡政府,,江华县花江洞无线机房,,,已清除,2092455002,监控设备,鑫天兴,1568440425,415528,81
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1015602_10.154.26.177,2019-09-14 05:53:47,2019-09-14 06:10:13,湖南省,2011,通道县,huhtdbanchonggaosuNBNF-AirScale408679PT,,huhtdbanchonggaosuNBNF-AirScale408679PT,,PLMN-PLMN/MRBTS-408679,已清除,2092454210,eNodeB,诺基亚,1568440427,986,33
标准,1,15,200,200,ASSOCIATION ROUTING FAILURE,3156,,Minor,RG30/SRAN16.10,设备原始告警,,,2,0101-002-002-10-000411,"关联路由失败,M3UA下发信令消息到STCP路由信息错误",输入输出外部设备,内部通信故障,无影响,业务质量下降,ASSOCIATION ROUTING FAILURE,,,否,否,1015715_10.154.26.177,2019-09-14 05:56:22,2019-09-14 06:57:37,湖南省,2011,中方县,HUH-NBSC-16,,HUH-NBSC-16,,01 03 0d 00000000 0259 C701,已清除,2092463825,BSC,诺基亚,1568440582,3675,10
标准,8,713,32411,32411,非智能设备采集器通信状态告警,76002,通信基站,紧急,,设备原始告警,,,2,0500-000-076-10-000101,采集温度、湿度、火警、门碰、水浸、红外等环境设备的采集器通信状态告警,采集设备通信中断告警,CSC、LSC、FSU、蓄电池采集设备,无影响,无影响,非智能设备采集器通信状态告警,,,否,否,110000085224,2019-09-14 05:57:01,2019-09-14 06:20:36,湖南省,2000,芙蓉区,长沙芙蓉区家润多千僖店无线机房,,长沙芙蓉区家润多千僖店无线机房,,,已清除,2092564377,,,1568440621,1415,3
标准,1,15,200,200,ASSOCIATION ROUTING FAILURE,3156,,Minor,RG30/SRAN16.10,设备原始告警,,,2,0101-002-002-10-000411,"关联路由失败,M3UA下发信令消息到STCP路由信息错误",输入输出外部设备,内部通信故障,无影响,业务质量下降,ASSOCIATION ROUTING FAILURE,,,否,否,1015773_10.154.26.177,2019-09-14 05:57:35,2019-09-14 07:19:13,湖南省,2011,中方县,HUH-NBSC-11,,HUH-NBSC-11,,01 03 0d 00000000 0081 FFFF,已清除,2092468810,BSC,诺基亚,1568440655,4898,10
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,92774CCC57BADFDDE05353801DAC80AA,2019-09-14 05:58:00,2019-09-17 19:12:05,湖南省,2008,新邵县,新邵县岩门前2,,新邵县岩门前2无线机房,,,已清除,2092470242,监控设备,鑫天兴,1568440680,306845,81
标准,6,6,1402,32004,Smartgroup接口失效告警,596-3504,"Smartgroup接口无法正常工作,比如无法接收发送报文",2,U31,设备原始告警,速率无关,未知,2,0404-008-034-10-001727,传输告警,通信,端口,可能设备局部故障,业务受影响,Smartgroup接口失效告警,,,否,否,CDE-U31-1-P_1566413657586,2019-09-14 06:14:44,2019-09-14 12:10:54,湖南省,2005,石门县,石门县九伙坪,,石门县九伙坪：槽位号=255：端口号=1,,CDE-U31-1-P:361759(P):/rack=0/shelf=1/slot=255/port=124_1,已清除,2092539479,PTN,中兴,1568441684,21370,4
标准,8,713,6016,6016,输出电压过低告警,6012,传输节点,紧急,,设备原始告警,,,2,0500-000-006-10-000075,输出电压过低告警,输出告警,,无影响,无影响,输出电压过低告警,,,否,否,122269382,2019-09-14 06:16:37,2019-09-14 06:54:57,湖南省,2011,靖州县,靖州县坳上区域营业部数据机房,,靖州县坳上区域营业部数据机房,,中兴DU68开关电源,已清除,2092610918,开关电源,,1568441797,2300,2
标准,1,1,200,200,RADIO TRANSMISSION IP GB INTERFACE FAULT,,,2,,设备原始告警,,,1,0101-001-002-20-000001,,,,,未取到,,,,否,否,15970299_10.154.27.70,2019-09-14 06:17:00,2019-09-14 06:32:00,湖南省,2013,岳阳楼区,YUY-EBSC-5,,YUY-EBSC-5,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=HuNAXE,ManagedElement=EBSC5",已清除,2092548570,BSC,中兴,1568441820,900,11
标准,2,5,104,104,MTP路由不可用,1713,,1,G9MSC90MSOFTX3000V100R005/G9MSC90MSOFTX3000V100R007C03/G9MSC90MSOFTX3000V100R007C05/G9MSC90MSOFTX3000V200R008C02/G9MSC90MSOFTX3000V200R008C03/G9MSC90MSOFTX3000V100R007C10,设备原始告警,,,2,0211-007-103-10-000024,MTP路由不可用,信令与IP,链路组故障,无影响,可能业务受影响,MTP路由不可用,,,是,否,9631475_10.154.25.56,2019-09-14 06:17:47,2019-09-14 06:25:03,湖南省,2003,,HYADM1,,HYADS3,,"局向名称=HYADM1-HYAPQX(162), 网络指示=国内主用网, 目的信令点编码(与该路由关联)=H#1219E2, 相邻信令点编码=H#1219E2, 源信令点编码=H#12FE6B, 信令点类型=信令点, 目的信令点名称=HYADM1-HYAPQX(0), 链路集名称=HYADM1-HYAPQX(0), 路由名称=HYADM1-HYAPQX",已清除,2092550396,MSC SERVER,华为,1568441867,436,1
标准,2,5,104,104,MTP目的信令点不可达,1701,,1,G9MSC90MSOFTX3000V100R005/G9MSC90MSOFTX3000V100R007C03/G9MSC90MSOFTX3000V100R007C05/G9MSC90MSOFTX3000V200R008C02/G9MSC90MSOFTX3000V200R008C03/G9MSC90MSOFTX3000V100R007C10,设备原始告警,,,1,0211-007-103-10-000014,MTP目的信令点不可达,信令与IP,目的信令点不可达,可能设备局部故障,业务受影响,MTP目的信令点不可达,,,是,是,9631468_10.154.25.56,2019-09-14 06:17:47,2019-09-14 06:25:03,湖南省,2003,,HYADM1,,HYADS3,,"局向名称=HYADM1-HYAPQX(162), 网络指示=国内主用网, 目的信令点编码=H#1219E2, 源信令点编码=H#12FE6B, 信令点类型=信令点, 目的信令点名称=HYADM1-HYAPQX(0)",已清除,2092548498,MSC SERVER,华为,1568441867,436,1
标准,2,5,104,104,中继群的不可用电路数超过阈值,2371,,2,G9MSC90MSOFTX3000V100R007C05/G9MSC90MSOFTX3000V200R008C03/G9MSC90MSOFTX3000V100R007C10,设备原始告警,,,2,0211-007-103-10-000687,当指定中继群的不可用电路数大于或等于该中继群所定制的阈值（使用ADDFAULTALARM命令配置，使用LSTFAULTALARM命令查询）时，系统产生此告警,中继与传输,中继电路故障,可能设备局部故障,可能业务受影响,中继群的不可用电路数超过阈值,,,是,否,9631487_10.154.25.56,2019-09-14 06:18:48,2019-09-14 06:25:48,湖南省,2003,,HYADM1,,HYADS3,,"中继群名称=HYADM1-HYAPQXI(192), 设备类型=TUP, 严重级别=一级告警, 安装电路数=31, 故障电路数=31, 闭塞电路数=0, 未知电路数=0, 不可用电路百分比=100%, 局向名称=HYADM1-HYAPQX(162)",已清除,2092552385,MSC SERVER,华为,1568441928,420,3
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,36459629_10.154.17.199,2019-09-14 06:22:20,2019-09-14 06:30:14,湖南省,2002,醴陵市,株洲醴陵永胜瓷厂HL-D3900463511PT,,株洲醴陵永胜瓷厂HL-D3900463511PT,,"NeType: BTS3900 LTE| NeLocation: 株洲| vendor: | neName: 株洲醴陵永胜瓷厂HL-D3900463511PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=株洲醴陵永胜瓷厂HL-D3900463511PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=463511",已清除,2092598973,eNodeB,华为,1568442140,474,131
标准,8,713,32411,32411,FSU通信中断,76010,通信基站,紧急,,设备原始告警,,,2,0500-000-076-10-000104,FSU监控采集设备通信状态的告警,系统告警,CSC、LSC、FSU、蓄电池采集设备,无影响,无影响,FSU通信中断,,,否,否,110000085237,2019-09-14 06:27:11,2019-09-14 06:39:36,湖南省,2011,通道县,通道县传素数宽数据机房,,通道县传素数宽数据机房,,,已清除,2092600991,,,1568442431,745,15
